College ID,College Name,City,State
7042047,Yeshwant Mahavidyalaya,Wardha,Maharashtra
7050277,GD Goenka University Powered by Sunstone,Gurgaon,Haryana
7050716,Ambekeshwar Group of Institutions,Lucknow,Uttar Pradesh
7037450,Dr. Narayana Degree College of Hotel Management,Secunderabad,Telangana
7050713,Eshan Group of Institutions,Agra,Uttar Pradesh
7031900,Bapu Gujarat Knowledge Village,Gandhinagar,Gujarat
7050707,K.J. Institute Of Engineering And Technology,Vadodara,Gujarat
7041253,Visvesvaraya College of Engineering and Technology,Ranga Reddy,Telangana
7052721,RV College of Engineering,Bangalore,Karnataka
7049557,Techno Polytechnic College,Durgapur,West Bengal
7037310,Dr. I.T. Group of Institutions,Rajpura,Punjab
7052720,Polaris School of Technology,Bangalore,Karnataka
7050743,Mohamed Sathak A J College of Engineering,Chennai,Tamil Nadu
7033500,C.K Pithawalla College of Engineering and Technology,Surat,Gujarat
7050801,Anand Institute of Higher Technology,Chennai,Tamil Nadu
7051009,"Veerayatan Institute of Engineering, Mandvi",Kutch District,Gujarat
7050411,Kumaraguru College of Technology,Coimbatore,Tamil Nadu
7038258,Exalt College of Engineering and Technology,Hajipur,Bihar
7051461,Ajeenkya DY Patil University-Powered by Emversity,Pune,Maharashtra
7052651,"K. K. Wagh Arts, Commerce, Science and Computer Science College",Nashik,Maharashtra
7006133,"J S College, Mathura",Mathura,Uttar Pradesh
7044107,ACE Engineering College,Hyderabad,Telangana
7050017,Aalim Muhammed Salegh College of Engineering,Chennai,Tamil Nadu
7050020,AAM Business School,Chennai,Tamil Nadu
7008786,"KIT College of Engineering, Kolhapur",Kolhapur,Maharashtra
7052371,"Bharati Vidyapeeth University, Institute of Management and Rural Development Administration ",Sangli,Maharashtra
7051393,Abhedananda Mahavidyalaya,Birbhum,West Bengal
7042694,Kishkinda University,Ballari,Karnataka
7016273,"National Institute of Electronics and Information Technology, Aurangabad",Aurangabad,Maharashtra
7042190,AIIMS Bhopal - All India Institute of Medical Sciences,Bhopal,Madhya Pradesh
7050012,Aakson Institute For Management Studies,Bangalore,Karnataka
7019180,Prince Shri Venkateshwara Padmavathy Engineering College,Chennai,Tamil Nadu
7050038,"Aarupadai Veedu Institute of Technology, Paiyanoor, Chengalpattu, Vinayaka Mission's Research Foundation",Chennai,Tamil Nadu
7010199,GCG Badoli,Palwal,Haryana
7050168,ABBS,Bangalore,Karnataka
7043958,ABES Engineering College,Ghaziabad,Uttar Pradesh
7050850,Dr. D. Y. Patil Institute Of Technology,Pune,Maharashtra
7051280,Vydehi Institute of Law,Bangalore,Karnataka
7042172,Abhilashi University,Mandi,Himachal Pradesh
7044037,"ABS Academy of Science, Technology and Management",Durgapur,West Bengal
7044038,ABSS Institute of Technology,Meerut,Uttar Pradesh
7035022,"College of Nursing, Pune, Bharati Vidyapeeth",Pune,Maharashtra
7039003,Tirupati College of Engineering,Lucknow,Uttar Pradesh
7042197,AIIMS Raebareli - All India Institute of Medical Sciences,Raebareli,Uttar Pradesh
7050862,Trinity College of Engineering and Research,Pune,Maharashtra
7050754,Academy of Hospital Administration,Noida,Uttar Pradesh
7044079,Academy of Management Studies,Dehradun,Uttarakhand
7044092,ACC - Avinash College of Commerce,Hyderabad,Telangana
7044098,Accman Institute of Management,Greater Noida,Uttar Pradesh
7044103,Accurate Institute of Management & Technology,Greater Noida,Uttar Pradesh
7009348,Kundan Singh Memorial College of Law,Amroha,Uttar Pradesh
7033715,CARE College of Arts and Science,Tiruchirappalli,Tamil Nadu
7044144,Acharya Jagadish Chandra Bose Polytechnic,District 24 Parganas,West Bengal
7042175,Acharya Nagarjuna University,Guntur,Andhra Pradesh
7021993,RRASE College of Engineering,Chennai,Tamil Nadu
7044196,Achutha Institute of Technology,Bangalore,Karnataka
7044219,Acropolis Institute of Technology and Research,Indore,Madhya Pradesh
7049797,A.L.N. Rao Memorial Ayurvedic Medical College and PG Centre,Chikkamagaluru,Karnataka
7045434,Sobhasaria Group of Institutions,Sikar,Rajasthan
7044220,ACS College of Engineering,Bangalore,Karnataka
7044235,Adani Institute of Digital Technology Management,Ahmedabad,Gujarat
7042178,Adani University,Ahmedabad,Gujarat
7044277,Adarsh Institute of Management and Information Technology,Bangalore,Karnataka
7043977,Abhi Institute of Hotel Management,Delhi,Delhi
7050701,Harsha Institutions,Bangalore,Karnataka
7044441,Adithya Institue of Management Studies and Research,Bangalore,Karnataka
7044442,Adithya Institute of Technology - AIET,Coimbatore,Tamil Nadu
7044443,Aditi Mahavidyalaya,Bundi,Rajasthan
7044446,Aditya Academy of Architecture and Design,Bangalore,Karnataka
7042454,Dr K.N Modi University,Rajasthan - Other,Rajasthan
7044761,AIMSR - Aditya Institute of Management Studies and Research,Mumbai,Maharashtra
7051597,"Aditya Polytechnic, Beed",Maharashtra - Other,Maharashtra
7044513,Aditya Silver Oak Institute of Technology (ASOIT),Ahmedabad,Gujarat
7044450,Aditya Bangalore Institute of Pharmacy Education and Research,Bangalore,Karnataka
7052722,Maharishi Mahesh Yogi Ramayan University ,Ayodhya,Uttar Pradesh
7044526,Administrative Management College,Bangalore,Karnataka
7030392,Administrative Staff College of India- Dr. Kakarla Subba Rao Centre for Healthcare Management (PGDM-Hospital Management),Hyderabad,Telangana
7047946,"St.Mary's Group of Institutions, Guntur",Guntur,Andhra Pradesh
7044608,Aesthetic Institute of Design,Raipur,Chhattisgarh
7043404,"Amity Global Business School, Noida",Noida,Uttar Pradesh
7025086,SECE - Sri Eshwar College of Engineering,Coimbatore,Tamil Nadu
7010458,GKM College of Engineering and Technology (GKMCET),Chennai,Tamil Nadu
7042186,"Agriculture University, Jodhpur",Jodhpur,Rajasthan
7044709,Ahirkar Institute of Management Studies,Nagpur,Maharashtra
7051157,Administrative Staff College Of India Hyderabad,Hyderabad,Telangana
7043541,Anand International College of Engineering,Jaipur,Rajasthan
7042188,Ahmedabad University,Ahmedabad,Gujarat
7044734,AIEMS - Amruta Institute of Engineering & Management Sciences,Bangalore,Karnataka
7049933,A.T.M.S. College of Education,Hapur,Uttar Pradesh
7044736,"AIHM Institute of Tourism and Hotel Management, Agra",Agra,Uttar Pradesh
7044738,"AIHM Institute of Tourism and Hotel Management, Greater Noida",Greater Noida,Uttar Pradesh
7042193,AIIMS Hyderabad - All India Institute of Medical Sciences,Hyderabad,Telangana
7042214,All India Institute of Medical Sciences Patna,Patna,Bihar
7050527,Gajra Raja Medical College - [GRMC],Gwalior,Madhya Pradesh
7042198,AIIMS Raipur - All India Institute of Medical Sciences,Raipur,Chhattisgarh
7044757,AIMS IBS,Bangalore,Karnataka
7044759,AIMS Institutes,Bangalore,Karnataka
7045844,Sree Ramu College of Arts and Science,Coimbatore,Tamil Nadu
7050664,MVSR Engineering College,Hyderabad,Telangana
7044797,Ajay Kumar Garg Institute of Management,Ghaziabad,Uttar Pradesh
7049953,A.V. School of Nursing,Other,Karnataka
7044768,Airborne Academy,Delhi,Delhi
7051539,International Institute of Hotel Management kolkata,Kolkata,West Bengal
7043773,"Anjuman Polytechnic College,Nagpur",Nagpur,Maharashtra
7052719,RedVersity,Bangalore,Karnataka
7044800,Ajeenkya DY Patil School of Engineering,Pune,Maharashtra
7042184,ADYPU - Ajeenkya DY Patil University,Pune,Maharashtra
7051401,A.J. Institute of Engineering and Technology,Karnataka - Other,Karnataka
7049760,A.J. Institute of Management,Mangalore,Karnataka
7052717,Aachi Business School,Chennai,Tamil Nadu
7050763,Akemi Business School,Pune,Maharashtra
7034834,"College of Engineering and Technology, Akola",Akola,Maharashtra
7042202,AKS University,Madhya Pradesh - Other,Madhya Pradesh
7037929,Easa College of Engineering and Technology,Coimbatore,Tamil Nadu
7042207,Alagappa University,Coimbatore,Tamil Nadu
7044931,Al-Ameen Institute of Management Studies,Bangalore,Karnataka
7051335,Alard Institute of Management Sciences,Pune,Maharashtra
7029527,Anugraha Institute of Social Sciences,Dindigul,Tamil Nadu
7042210,"Aliah University, New Town",Kolkata,West Bengal
7042212,Aligarh Muslim University,Aligarh,Uttar Pradesh
7045037,"Alkesh Dinesh Mody Institute for Financial and Management Studies, University of Mumbai",Mumbai,Maharashtra
7042215,Allahabad University,Allahabad,Uttar Pradesh
7045071,Allana Institute of Management Sciences,Pune,Maharashtra
7050834,Alliance Institute Of Hotel Management,Visakhapatnam,Andhra Pradesh
7045081,"Alliance School of Business, Alliance University",Bangalore,Karnataka
7035023,"College of Nursing, Ramakrishna Mission Seva Pratishthan",Kolkata,West Bengal
7052715,SAN International Business School,Coimbatore,Tamil Nadu
7050125,"Alliance University, Bangalore",Bangalore,Karnataka
7045045,"All India Institute of Medical Sciences, Bilaspur",Bilaspur,Himachal Pradesh
7045047,"All India Institute of Medical Sciences, Guwahati",Guwahati,Assam
7045048,"All India Institute of Medical Sciences, Jammu",Jammu,Jammu and Kashmir
7045050,"All India Institute of Medical Sciences, Rajkot",Rajkot,Gujarat
7045053,All India Institute of Speech and Hearing,Mysore,Karnataka
7007959,Kamla Nehru Group of Institutions,Sultanpur,Uttar Pradesh
7045055,All India Management Association,Delhi,Delhi
7045056,All India Shri Shivaji Memorial Society's College of Engineering,Pune,Maharashtra
7045057,"All India Shri Shivaji Memorial Society's, College of Hotel Management and Catering Technology",Pune,Maharashtra
7045058,All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune,Maharashtra
7045059,"All India Shri Shivaji Memorial Society's, Institute of Management",Pune,Maharashtra
7045105,Alpha College of Engineering,Chennai,Tamil Nadu
7030078,Army Institute of Nursing,Guwahati,Assam
7015612,Muthoot Business School,Kochi,Kerala
7050877,B.M. Institute of Engineering and Technology (BMIET),Sonepat,Haryana
7045118,Alpine Group of Institutes,Dehradun,Uttarakhand
7044979,"Al Quarmoshi Institute of Business Management (AQIBM, Hyderabad)",Hyderabad,Telangana
7050672,Alva's Institute of Engineering and Technology,Mangalore,Karnataka
7050872,Ambedkar Institute of Higher Education,Godda,Jharkhand
7050089,Ambalika Institute of Management and Technology,Lucknow,Uttar Pradesh
7043308,Ambal Professional Group of Institutions,Coimbatore,Tamil Nadu
7009757,GL Bajaj Noida,Greater Noida,Uttar Pradesh
7043350,AMC Engineering College,Bangalore,Karnataka
7051444,AMET University Powered by Emversity,Chennai,Tamil Nadu
7043396,"Amity Global Business School (AGBS), Bangalore",Bangalore,Karnataka
7043399,"Amity Global Business School, Bhubaneswar",Bhubaneswar,Orissa
7042218,"Amity University, Bengaluru",Bangalore,Karnataka
7042220,"Amity University, Gurugram",Gurgaon,Haryana
7050132,"Amity University, Gwalior",Gwalior,Madhya Pradesh
7051788,Longowal Group of Colleges,Derabassi,Punjab
7050133,"Amity University, Jaipur",Jaipur,Rajasthan
7042223,"Amity University, Kolkata",Kolkata,West Bengal
7035024,"College of Nursing, Rohtak",Rohtak,Haryana
7050115,"Amity University, Punjab",Mohali,Punjab
7050668,Nashik District Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Thakare College of Engineering,Nashik,Maharashtra
7050128,"Amity University, Mumbai",Mumbai,Maharashtra
7042226,"Amity University, Noida",Noida,Uttar Pradesh
7050117,"Amity University, Patna",Patna,Bihar
7042229,"Amity University, Raipur",Raipur,Chhattisgarh
7050137,"Amity University, Ranchi",Ranchi,Jharkhand
7043432,Amrapali University Haldwani,Haldwani,Uttarakhand
7030531,ASK Institute of Hospitality Management and Culinary Arts,Bangalore,Karnataka
7040181,Vastu Kala Academy College,Delhi,Delhi
7043452,Amrita Sai Institute of Science and Technology,Andhra Pradesh - Other,Andhra Pradesh
7043464,"Amrita School of Business, Coimbatore",Coimbatore,Tamil Nadu
7043468,Amrita Vishwa Vidyapeetham,Kochi,Kerala
7043484,Amro College of Hotel Management,Nashik,Maharashtra
7043486,"Amrut Mody School of Management, Ahmedabad University",Ahmedabad,Gujarat
7043499,Amrutvahini Institute of Management and Business Administration,Ahmednagar,Maharashtra
7042234,Anand Agricultural University,Anand,Gujarat
7043534,Anand Institute of Business Studies,Anand,Gujarat
7043538,Anand Institute of Management,Bhopal,Madhya Pradesh
7050823,B S Anangpuria Institute of Technology and Management,Faridabad,Haryana
7043584,Ananta Institute of Hotel Management and Allied Studies,Jaipur,Rajasthan
7042235,Anant National University,Ahmedabad,Gujarat
7043597,Ananya College of Homoeopath,Gandhinagar,Gujarat
7043599,Ananya Institute of Commerce and Law,Gandhinagar,Gujarat
7043601,"Ananya Institute of Science,Kalol",Gandhidham,Gujarat
7043603,Ananya School of Nursing,Gandhinagar,Gujarat
7043851,Annai Veilankanni’s College of Engineering,Chennai,Tamil Nadu
7043635,Andhra Engineering College,Nellore,Andhra Pradesh
7043645,Andhra Medical College,Visakhapatnam,Andhra Pradesh
7042238,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh
7043663,Angadi Institute of Technology and Management,Belgaum,Karnataka
7041638,VYMAK Group of Institutions,Bangalore,Karnataka
7043691,Anil Neerukonda Institute of Technology and Sciences,Visakhapatnam,Andhra Pradesh
7042240,Anjaneya University,Raipur,Chhattisgarh
7043746,Anjuman College of Engineering and Technology,Nagpur,Maharashtra
7050780,"Andhra Loyola College (ALC, Vijayawada)",Vijayawada,Andhra Pradesh
7043759,Anjuman-I-Islam's Allana Institute of Management Studies,Mumbai,Maharashtra
7043763,Anjuman-I-Islam's Kalsekar Technical Campus,Navi Mumbai,Maharashtra
7043864,"Annamacharya Institute of Technology and Sciences,Rajampet",Kadapa,Andhra Pradesh
7008192,"Karnataka College of Pharmacy,Bidar",Other,Karnataka
7037166,Dr. Bhanuben Nanavati College of Architecture for Women,Pune,Maharashtra
7051021,"Annamacharya Institute of Technology and Sciences, Ranga Reddy",Hyderabad,Telangana
7009991,Ganesh School of Nursing,Other,Andhra Pradesh
7051300,G.L. Bajaj Institute of Technology and Management,Greater Noida,Uttar Pradesh
7029523,Anugrah Narayan College,Patna,Bihar
7042244,Anurag University,Hyderabad,Telangana
7029574,AOT- Academy of Technology,West Bengal - Other,West Bengal
7029583,Apeejay Institute of Design,Delhi,Delhi
7050736,Apeejay Institute of Management and Engineering Technical Campus,Jalandhar,Punjab
7050120,Apeejay Stya University,Gurgaon,Haryana
7042247,Apex University,Jaipur,Rajasthan
7052723,Mahalakshmi Tech Campus,Chennai,Tamil Nadu
7042208,Alakh Prakash Goyal Shimla University,Shimla,Himachal Pradesh
7052718,Kovai Kalaimagal College of Arts and Science,Coimbatore,Tamil Nadu
7029714,APS College of Engineering,Bangalore,Karnataka
7051340,Arambagh Government Polytechnic College,Hooghly,West Bengal
7029890,Aravali Institute of Management,Jodhpur,Rajasthan
7029904,Arcade Business College Rajendra Nagar,Patna,Bihar
7030950,B.A. College of Engineering and Technology,Jamshedpur,Jharkhand
7048317,Suguna College Of Engineering,Coimbatore,Tamil Nadu
7029996,"Arena Creative Campus, Jayanagar",Bangalore,Karnataka
7030030,Arihant Group of Institutions,Bangalore,Karnataka
7030031,Arihant Institute of Business Management,Pune,Maharashtra
7042249,Arka Jain University,Jamshedpur,Jharkhand
7030059,Arka Jain University Powered by Emversity,Jamshedpur,Jharkhand
7043407,"Amity Institute of Education, Delhi",Delhi,Delhi
7010058,Ganpati Polytechnic for Engineering,Other,Haryana
7036401,Digital Scholar,Chennai,Tamil Nadu
7050826,AIM - Army Institute of Management,Kolkata,West Bengal
7030073,Army Institute of Fashion and Design,Bangalore,Karnataka
7030076,Army Institute of Law,Mohali,Punjab
7030079,Army Institute of Technology,Pune,Maharashtra
7042250,Arni University,Himachal Pradesh - Other,Himachal Pradesh
7030665,"Atma Ram Sanatan Dharma College, University of Delhi",Delhi,Delhi
7030110,Artemisia College of Art and Design,Indore,Madhya Pradesh
7035025,"College of Nursing, Safdarjang Hospital",Delhi,Delhi
7031818,"Bangalore Integrated Management Academy, BIMA",Bangalore,Karnataka
7050887,"N. B. Navale Sinhgad College of Engineering, Solapur",Solapur,Maharashtra
7042252,Arunodaya University,Itanagar,Arunachal Pradesh
7042204,AKU - Aryabhatta Knowledge University,Patna,Bihar
7030305,Arya Institute of Engineering Technology and Management,Jaipur,Rajasthan
7044673,Agrawal Institute of Hotel Management,Jaipur,Rajasthan
7010078,Garv Institute of Management and Technology,Durg,Chhattisgarh
7009893,Gajpal Singh Patel Degree College,Other,Uttar Pradesh
7050996,"TMI Academy of Travel, Tourism and Aviation Studies, Delhi",Delhi,Delhi
7030325,Arya School of Management and Information Technology,Bhubaneswar,Orissa
7030384,Asansol Institute of Engineering and Management Polytechnic,Asansol,West Bengal
7030385,Asansol Polytechnic,Bardhaman,West Bengal
7030438,Ashoka Institute of Technology and Management,Chhattisgarh - Other,Chhattisgarh
7030442,Ashoka School of Business,Hyderabad,Telangana
7031917,Bapuji Institute of Hi-Tech. Education,Davangere,Karnataka
7042255,Ashoka University,Sonepat,Haryana
7031519,Backstage Pass Institute of Gaming and Technology,Hyderabad,Telangana
7030448,Ashokrao Mane Group of Institutions (AMGOI),Kolhapur,Maharashtra
7037256,Dr. D.Y. Patil Vidyapeeth Global Business School And Research Centre,Pune,Maharashtra
7030504,Asian Institute of Management and Technology,Guwahati,Assam
7045004,ALC - Asian Law College Noida,Noida,Uttar Pradesh
7050134,ASBM University,Bhubaneswar,Orissa
7030516,"Asian School of Business, Noida",Noida,Uttar Pradesh
7051163,ASB - Asian School of Business,Trivandrum,Kerala
7030486,"Asia Pacific Institute of Management, Ahmedabad",Ahmedabad,Gujarat
7050182,"Asia-Pacific Institute of Management, New Delhi",Delhi,Delhi
7032221,Bethesda Institute of Technology and Sciences (BITS Gwalior),Gwalior,Madhya Pradesh
7030542,ASMA Institute of Management,Pune,Maharashtra
7030534,ASM - Apeejay School of Management,Delhi,Delhi
7030540,ASM's Institute of Business Management and Research,Pune,Maharashtra
7030536,ASM Institute of Management and Computer Studies,Thane,Maharashtra
7030535,"ASM (CSIT) College of Commerce, Science and Information Technology",Pune,Maharashtra
7042179,ADBU - Assam Don Bosco University,Guwahati,Assam
7042257,Assam down town University (ADTU),Guwahati,Assam
7030572,Assam Downtown University powered by Sunstone,Guwahati,Assam
7030575,Assam Engineering College,Guwahati,Assam
7030578,"Assam Institute of Hotel Management, Guwahati",Guwahati,Assam
7042258,Assam Rajiv Gandhi University of Co-operative Management,Assam - Other,Assam
7042259,Assam Science and Technology University,Guwahati,Assam
7045509,Sona School of Business & Management,Salem,Tamil Nadu
7042261,"Assam University, Silchar",Silchar,Assam
7030611,"Astral Institute of Technology and Research (Astral, Indore)",Indore,Madhya Pradesh
7030623,Atal Bihari Vajpayee Government Medical College,Vidisha,Madhya Pradesh
7042264,Atal Bihari Vajpayee Hindi Vishwavidyalaya,Bhopal,Madhya Pradesh
7030647,Athena School of Management,Mumbai,Maharashtra
7051611,Hindusthan Institute of Technology,Coimbatore,Tamil Nadu
7042268,ATLAS SkillTech University,Mumbai,Maharashtra
7042269,Atmiya University,Rajkot,Gujarat
7050158,Atria Institute of Technology,Bangalore,Karnataka
7010282,Gems School of Nusing,Other,Bihar
7042313,Bharatiya Engineering Science and Technology Innovation University,Anantapur,Andhra Pradesh
7042270,Atria University,Bangalore,Karnataka
7030671,ATSS College of Business Studies and Computer Application,Pune,Maharashtra
7030688,Aumsai Institute of Technical Education,Brahmapur,Orissa
7030698,"ASBM, Pune",Pune,Maharashtra
7030733,Aurora's Technological and Research Institute,Hyderabad,Telangana
7051839,"SLBS Engineering College,Rajasthan",Jodhpur,Rajasthan
7035303,CT Institute of Hospitality Management,Jalandhar,Punjab
7030791,Avanthi Degree and PG College,Hyderabad,Telangana
7042273,Avantika University,Ujjain,Madhya Pradesh
7036862,DMI College of Education,Kanchipuram,Tamil Nadu
7000338,"Government College, Rajgarh",Alwar,Rajasthan
7032771,Bhopal Institute of Technology,Bhopal,Madhya Pradesh
7050524,AVN Institute of Engineering and Technology (AVNIET),Ranga Reddy,Telangana
7045709,SRCW - Sri Ramakrishna College of Arts & Science For Women,Coimbatore,Tamil Nadu
7042248,APSU - Awadhesh Pratap Singh University,Madhya Pradesh - Other,Madhya Pradesh
7030872,Axis Colleges,Kanpur,Uttar Pradesh
7010366,Ghubaya College of Engineering and Technology,Fazilka,Punjab
7050217,A. C. Patil College of Engineering,Navi Mumbai,Maharashtra
7042275,Azim Premji University,Bangalore,Karnataka
7042279,Baba Ghulam Shah Badshah University,Jammu,Jammu and Kashmir
7031322,BABA Institute of Technology and Sciences,Visakhapatnam,Andhra Pradesh
7009894,Gajraj Singh Memorial Degree College,Etawah,Uttar Pradesh
7051567,"Government Degree College, Pampore",Pulwama,Jammu and Kashmir
7042282,"Babasaheb Bhimrao Ambedkar University (BBAU), Lucknow",Lucknow,Uttar Pradesh
7031438,Babu Banarasi Das National Institute of Technology and Management,Lucknow,Uttar Pradesh
7031439,Babu Banarasi Das Northern India Institute of Technology (BBDNIIT),Lucknow,Uttar Pradesh
7051193,"Babu Banarasi Das University, School of Engineering",Lucknow,Uttar Pradesh
7031499,Babulal Tarabai Institute of Research and Technology (BTIRT),Sagar,Madhya Pradesh
7032948,Birla Technical Training Institute,Pilani,Rajasthan
7017020,Niranjan Government Women's College,Ganjam,Orissa
7042284,Baddi University of Emerging Sciences and Technology,Baddi,Himachal Pradesh
7031543,Badruka Institute of Management Studies,Hyderabad,Telangana
7031628,"Bakliwal Foundation College of Arts, Commerce and Science",Navi Mumbai,Maharashtra
7031677,"Balaji Institute of Management and Human Resource Development, Sri Balaji University",Pune,Maharashtra
7031682,"Balaji Institute of Technology Management, Sri Balaji University",Pune,Maharashtra
7051962,Sandip Institute of Technology and Research Centre,Nashik,Maharashtra
7031780,Banarsi Dass Arya College,Jalandhar,Punjab
7042287,Banasthali Vidyapith,Jaipur,Rajasthan
7051370,"Institute of Technology and Management, Gorakhpur",Gorakhpur,Uttar Pradesh
7006715,Jawaharlal Nehru Institute of Arts and Science (JNIAS),Idukki,Kerala
7006794,Jayawantrao Sawant Institute of Management and Research,Pune,Maharashtra
7047246,Sri Venkateshwara Institute Of Science And Technology,Thiruvallur,Tamil Nadu
7031816,Bangalore Institute of Management Studies,Bangalore,Karnataka
7050357,Bangalore Institute of Technology,Bangalore,Karnataka
7031823,Bangalore Medical College and Research Institute,Bangalore,Karnataka
7007191,JSS Ayurvedic Medical College and Hospital,Mysore,Karnataka
7050876,KJ College of Engineering and Management Research,Pune,Maharashtra
7031825,Bangalore School of Design,Bangalore,Karnataka
7051139,Bangalore Technological Institute,Bangalore,Karnataka
7042289,Bangalore University,Bangalore,Karnataka
7050087,Bankura University,West Bengal - Other,West Bengal
7031857,"Bansal Institute of Engineering and Technology (BIET,Lucknow)",Lucknow,Uttar Pradesh
7043946,Abdul Usman Mahavidyalaya,Other,Uttar Pradesh
7031886,"Bapatla Engineering College, Bapatla Education Society",Guntur,Andhra Pradesh
7042292,Barkatullah University (BU) Bhopal,Bhopal,Madhya Pradesh
7042293,Bastar Vishwavidyalaya,Chhattisgarh - Other,Chhattisgarh
7042294,BAU - Birsa Agricultural University,Ranchi,Jharkhand
7030999,B.D.S Institute of Management (BDISM Meerut),Meerut,Uttar Pradesh
7032103,Beant College of Engineering and Technology,Punjab - Other,Punjab
7033154,Bon Maharaj Institute of Management and Technology,Vrindavan,Uttar Pradesh
7031203,B. S. Anangpuria Institute of Law,Faridabad,Haryana
7029289,Cheran College of Technology,Tirupur,Tamil Nadu
7048505,Sur Institute of Technology and Sports Complex,Kolkata,West Bengal
7032106,"Bearys Institute of Technology (BIT, Mangalore)",Mangalore,Karnataka
7032141,Believers Church Medical College Hospital,Kerala - Other,Kerala
7050508,Bengal Institute of Business Studies,Kolkata,West Bengal
7032169,Bengal Institute of Polytechnic,Suri,West Bengal
7032172,Bengal Institute of Technology,Bardhaman,West Bengal
7032173,Bengal Institute of Technology,Kolkata,West Bengal
7033396,Budha College of Management,Karnal,Haryana
7042314,Bharti Vishwavidyalaya,Durg,Chhattisgarh
7042298,Bengaluru North University,Bangalore,Karnataka
7042299,Bennett University,Greater Noida,Uttar Pradesh
7032194,BES College of Education,Bangalore,Karnataka
7032207,Best International Business School,Bangalore,Karnataka
7032226,Bethlahem Institute of Engineering,Kanyakumari,Tamil Nadu
7051276,BGS College of Engineering and Technology,Bangalore,Karnataka
7032245,BGS Institute of Technology,Karnataka - Other,Karnataka
7019330,Providence College for Women,Jalna,Maharashtra
7032247,BGS School of Architecture and Planning,Bangalore,Karnataka
7033383,Buddha Institute of Dental Sciences and Hospital,Patna,Bihar
7042303,Bhagwan Mahavir University,Surat,Gujarat
7032333,Bhagwan Parshuram Institute of Technology,Delhi,Delhi
7032370,Bhagwati Institute of Technology and Science,Ghaziabad,Uttar Pradesh
7032391,Bhai Gurdas Institute of Engineering and Technology,Sangrur,Punjab
7045942,Sri Adhisankarar Polytechnic College,Tiruchirappalli,Tamil Nadu
7033703,Capital Institute of Management and Science,Bhubaneswar,Orissa
7044903,Akshaya College of Engineering and Technology,Coimbatore,Tamil Nadu
7042307,Bhakta Kavi Narsinh Mehta University,Junagadh,Gujarat
7032415,Bhalchandra Group of Institution,Lucknow,Uttar Pradesh
7042368,"Centurion University of Technology and Management, Andhra Pradesh",Visakhapatnam,Andhra Pradesh
7051249,Bhangar Mahavidyalaya,District 24 Parganas,West Bengal
7032443,Bharat Group of Institutions,Kurukshetra,Haryana
7032525,Bharathiar School of Management and Entrepreneur Development (BSMED),Coimbatore,Tamil Nadu
7029655,Apollo Law College,Ahmedabad,Gujarat
7029477,Chouksey Engineering College,Bilaspur,Chhattisgarh
7029483,Christ Church College,Kanpur,Uttar Pradesh
7042309,"Bharathiar University, Coimbatore",Coimbatore,Tamil Nadu
7024721,"School of Distance Education, Bharathiar University",Coimbatore,Tamil Nadu
7042311,Bharathidasan University,Tiruchirappalli,Tamil Nadu
7032542,Bharathiyar Institute of Engineering for Women,Salem,Tamil Nadu
7042308,Bharath Institute of Higher Education and Research (BIHER),Chennai,Tamil Nadu
7051346,Baroda Institute of Technology,Vadodara,Gujarat
7032447,"Bharat Institute of Engineering and Technology, Telangana",Hyderabad,Telangana
7050994,Bharati Vidyapeeth College of Engineering ,Navi Mumbai,Maharashtra
7042312,Bharati Vidyapeeth,Pune,Maharashtra
7032561,Bharati Vidyapeeth's Institute of Management Studies and Research,Navi Mumbai,Maharashtra
7051128,"Government Medical College, Jammu",Jammu,Jammu and Kashmir
7051614,"Central Institute of Medicinal and Aromatics Plants, Uttar Pradesh",Lucknow,Uttar Pradesh
7032573,Bharatiya Vidya Bhavan Institute of Management Science - BIMSKOL,Kolkata,West Bengal
7032669,Bhavan’s Centre for Communication and Management,Bhubaneswar,Orissa
7050955,Bhavan's Royal Institute of Management,Kochi,Kerala
7032712,Bheema Institute of Technology and Science,Kurnool,Andhra Pradesh
7032713,Bheemanna Khandre Institute of Technology,Karnataka - Other,Karnataka
7032722,Bhilai Institute of Technology,Chhattisgarh - Other,Chhattisgarh
7032723,"Bhilai Institute of Technology, Raipur",Raipur,Chhattisgarh
7032730,"Bhima Bhoi Medical College and Hospital , Balangir",Orissa - Other,Orissa
7032732,Bhimavaram Institute of Engineering and Technology,Andhra Pradesh - Other,Andhra Pradesh
7013379,"Mahila P.G. Mahavidyalaya, Jodhpur",Jodhpur,Rajasthan
7050935,Bhojia Dental College and Hospital,Baddi,Himachal Pradesh
7032774,Bhopal Memorial Hospital and Research Centre,Bhopal,Madhya Pradesh
7032785,Bhubanananda Orissa School of Engineering,Cuttack,Orissa
7006284,Jagran Institute of Management and Mass Communication,Noida,Uttar Pradesh
7032828,Bidar Institute Of Medical Sciences,Bidar,Karnataka
7042295,BCKV - Bidhan Chandra Krishi Viswavidyalaya,West Bengal - Other,West Bengal
7032835,BIET - Bapuji Institute of Engineering and Technology,Davangere,Karnataka
7032836,BIET - Birbhum Institute of Engineering & Technology,West Bengal - Other,West Bengal
